angle,v0,r,ymax,age,batchId,fitness,iteration,accepted,conv_objective,ConstraintEvaluation_impConstr1
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,31.0,355.199441156,30.0,accepted,0.0,-370.660057172
24.2638042428,146.370285453,1638.02664433,184.587995754,2.0,31.0,1638.02664433,30.0,accepted,0.0,65.4120042464
27.1046257629,157.495460682,2053.12599721,262.711706684,2.0,31.0,713.147791644,30.0,accepted,0.0,-12.7117066836
74.1244744857,116.855828712,733.246321159,644.565168907,2.0,31.0,331.294329421,30.0,accepted,0.0,-394.565168907
70.7090979222,118.159733091,888.46614014,634.58827024,2.0,31.0,341.271228088,30.0,accepted,0.0,-384.58827024
27.1046257629,157.495460682,2053.12599721,262.711706684,2.0,31.0,713.147791644,30.0,accepted,0.0,-12.7117066836
24.2638042428,146.370285453,1638.02664433,184.587995754,2.0,31.0,1638.02664433,30.0,accepted,0.0,65.4120042464
57.9946119462,119.341547543,1306.34314554,522.537159887,2.0,31.0,453.322338441,30.0,accepted,0.0,-272.537159887
27.1046257629,160.483915175,2131.78077699,272.776131109,2.0,31.0,703.083367219,30.0,accepted,0.0,-22.7761311093
25.753980675,146.370285453,1711.08714484,206.369251308,2.0,31.0,1711.08714484,30.0,accepted,0.0,43.6307486924
57.9946119462,116.855828712,1252.49124789,500.996404878,2.0,31.0,474.86309345,30.0,accepted,0.0,-250.996404878
27.1046257629,157.495460682,2053.12599721,262.711706684,2.0,31.0,713.147791644,30.0,accepted,0.0,-12.7117066836
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,31.0,355.199441156,30.0,accepted,0.0,-370.660057172
74.1244744857,118.159733091,749.701079081,659.029835845,2.0,31.0,316.829662483,30.0,accepted,0.0,-409.029835845
74.1244744857,118.159733091,749.701079081,659.029835845,2.0,31.0,316.829662483,30.0,accepted,0.0,-409.029835845
25.580173568,157.495460682,1971.487415,235.934957242,2.0,32.0,1971.487415,31.0,accepted,0.0,14.0650427584
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,32.0,362.586263987,31.0,accepted,0.0,-370.660057172
74.1244744857,118.007651872,747.772468088,657.334477226,2.0,32.0,325.911843933,31.0,accepted,0.0,-407.334477226
70.7090979222,118.159733091,888.46614014,634.58827024,2.0,32.0,348.658050919,31.0,accepted,0.0,-384.58827024
24.2638042428,160.483915175,1969.14702627,221.901703603,2.0,32.0,1969.14702627,31.0,accepted,0.0,28.0982963967
25.580173568,146.370285453,1702.80048994,203.780230972,2.0,32.0,1702.80048994,31.0,accepted,0.0,46.2197690285
27.1046257629,157.495460682,2053.12599721,262.711706684,2.0,32.0,720.534614475,31.0,accepted,0.0,-12.7117066836
24.2638042428,157.495460682,1896.49282684,213.714356284,2.0,32.0,1896.49282684,31.0,accepted,0.0,36.2856437162
70.7090979222,118.007651872,886.180555108,632.955787711,2.0,32.0,350.290533448,31.0,accepted,0.0,-382.955787711
24.2638042428,157.495460682,1896.49282684,213.714356284,2.0,32.0,1896.49282684,31.0,accepted,0.0,36.2856437162
70.7090979222,118.007651872,886.180555108,632.955787711,2.0,32.0,350.290533448,31.0,accepted,0.0,-382.955787711
70.7090979222,118.007651872,886.180555108,632.955787711,2.0,32.0,350.290533448,31.0,accepted,0.0,-382.955787711
70.7090979222,118.159733091,888.46614014,634.58827024,2.0,32.0,348.658050919,31.0,accepted,0.0,-384.58827024
74.1244744857,116.855828712,733.246321159,644.565168907,2.0,32.0,338.681152252,31.0,accepted,0.0,-394.565168907
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,32.0,362.586263987,31.0,accepted,0.0,-370.660057172
24.2638042428,146.370285453,1638.02664433,184.587995754,2.0,32.0,1638.02664433,31.0,accepted,0.0,65.4120042464
27.1046257629,157.495460682,2053.12599721,262.711706684,2.0,32.0,720.534614475,31.0,accepted,0.0,-12.7117066836
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,32.0,362.586263987,31.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,32.0,362.586263987,31.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,32.0,362.586263987,31.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,32.0,362.586263987,31.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,32.0,362.586263987,31.0,accepted,0.0,-370.660057172
70.7090979222,118.007651872,886.180555108,632.955787711,2.0,32.0,350.290533448,31.0,accepted,0.0,-382.955787711
74.1244744857,118.159733091,749.701079081,659.029835845,2.0,32.0,324.216485314,31.0,accepted,0.0,-409.029835845
74.1244744857,116.855828712,733.246321159,644.565168907,2.0,32.0,338.681152252,31.0,accepted,0.0,-394.565168907
25.753980675,146.370285453,1711.08714484,206.369251308,2.0,32.0,1711.08714484,31.0,accepted,0.0,43.6307486924
27.1046257629,160.483915175,2131.78077699,272.776131109,2.0,32.0,710.47019005,31.0,accepted,0.0,-22.7761311093
70.7090979222,118.159733091,888.46614014,634.58827024,2.0,32.0,348.658050919,31.0,accepted,0.0,-384.58827024
70.7090979222,118.159733091,888.46614014,634.58827024,2.0,32.0,348.658050919,31.0,accepted,0.0,-384.58827024
74.1244744857,116.855828712,733.246321159,644.565168907,2.0,32.0,338.681152252,31.0,accepted,0.0,-394.565168907
57.9946119462,116.855828712,1252.49124789,500.996404878,2.0,32.0,482.249916281,31.0,accepted,0.0,-250.996404878
27.1046257629,160.483915175,2131.78077699,272.776131109,2.0,32.0,710.47019005,31.0,accepted,0.0,-22.7761311093
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,32.0,362.586263987,31.0,accepted,0.0,-370.660057172
74.1244744857,116.855828712,733.246321159,644.565168907,2.0,32.0,338.681152252,31.0,accepted,0.0,-394.565168907
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,32.0,362.586263987,31.0,accepted,0.0,-370.660057172
74.1244744857,116.855828712,733.246321159,644.565168907,2.0,32.0,338.681152252,31.0,accepted,0.0,-394.565168907
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,32.0,362.586263987,31.0,accepted,0.0,-370.660057172
74.1244744857,118.007651872,747.772468088,657.334477226,2.0,32.0,325.911843933,31.0,accepted,0.0,-407.334477226
27.1046257629,157.495460682,2053.12599721,262.711706684,2.0,32.0,720.534614475,31.0,accepted,0.0,-12.7117066836
24.2638042428,146.370285453,1638.02664433,184.587995754,2.0,32.0,1638.02664433,31.0,accepted,0.0,65.4120042464
27.1046257629,157.495460682,2053.12599721,262.711706684,2.0,32.0,720.534614475,31.0,accepted,0.0,-12.7117066836
24.2638042428,146.370285453,1638.02664433,184.587995754,2.0,32.0,1638.02664433,31.0,accepted,0.0,65.4120042464
27.1046257629,157.495460682,2053.12599721,262.711706684,2.0,32.0,720.534614475,31.0,accepted,0.0,-12.7117066836
25.580173568,146.370285453,1702.80048994,203.780230972,2.0,32.0,1702.80048994,31.0,accepted,0.0,46.2197690285
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,32.0,362.586263987,31.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,32.0,362.586263987,31.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,32.0,362.586263987,31.0,accepted,0.0,-370.660057172
70.7090979222,118.007651872,886.180555108,632.955787711,2.0,32.0,350.290533448,31.0,accepted,0.0,-382.955787711
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,32.0,362.586263987,31.0,accepted,0.0,-370.660057172
70.7090979222,118.007651872,886.180555108,632.955787711,2.0,32.0,350.290533448,31.0,accepted,0.0,-382.955787711
23.589403466,146.370285453,1603.49330154,175.048966219,2.0,33.0,1603.49330154,32.0,accepted,0.0,74.9510337814
27.1046257629,157.495460682,2053.12599721,262.711706684,2.0,33.0,720.534614475,32.0,accepted,0.0,-12.7117066836
70.7090979222,116.265728033,860.211629352,614.407443626,2.0,33.0,368.838877533,32.0,accepted,0.0,-364.407443626
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,33.0,362.586263987,32.0,accepted,0.0,-370.660057172
23.589403466,160.483915175,1927.63290958,210.43439829,2.0,33.0,1927.63290958,32.0,accepted,0.0,39.5656017103
70.7090979222,118.007651872,886.180555108,632.955787711,2.0,33.0,350.290533448,32.0,accepted,0.0,-382.955787711
23.589403466,157.495460682,1856.51042661,202.670151874,2.0,33.0,1856.51042661,32.0,accepted,0.0,47.3298481257
23.589403466,146.370285453,1603.49330154,175.048966219,2.0,33.0,1603.49330154,32.0,accepted,0.0,74.9510337814
27.1046257629,157.495460682,2053.12599721,262.711706684,2.0,33.0,720.534614475,32.0,accepted,0.0,-12.7117066836
23.589403466,157.495460682,1856.51042661,202.670151874,2.0,33.0,1856.51042661,32.0,accepted,0.0,47.3298481257
24.2638042428,157.495460682,1896.49282684,213.714356284,2.0,33.0,1896.49282684,32.0,accepted,0.0,36.2856437162
23.589403466,157.495460682,1856.51042661,202.670151874,2.0,33.0,1856.51042661,32.0,accepted,0.0,47.3298481257
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,33.0,362.586263987,32.0,accepted,0.0,-370.660057172
27.1046257629,157.495460682,2053.12599721,262.711706684,2.0,33.0,720.534614475,32.0,accepted,0.0,-12.7117066836
24.2638042428,146.370285453,1638.02664433,184.587995754,2.0,33.0,1638.02664433,32.0,accepted,0.0,65.4120042464
27.1046257629,160.483915175,2131.78077699,272.776131109,2.0,33.0,710.47019005,32.0,accepted,0.0,-22.7761311093
25.580173568,146.370285453,1702.80048994,203.780230972,2.0,33.0,1702.80048994,32.0,accepted,0.0,46.2197690285
27.1046257629,157.495460682,2053.12599721,262.711706684,2.0,33.0,720.534614475,32.0,accepted,0.0,-12.7117066836
25.580173568,146.370285453,1702.80048994,203.780230972,2.0,33.0,1702.80048994,32.0,accepted,0.0,46.2197690285
27.1046257629,146.370285453,1773.31284358,226.907673593,2.0,33.0,1773.31284358,32.0,accepted,0.0,23.0923264073
27.1046257629,146.370285453,1773.31284358,226.907673593,2.0,33.0,1773.31284358,32.0,accepted,0.0,23.0923264073
70.7090979222,119.341547543,906.327607363,647.345849935,2.0,33.0,335.900471224,32.0,accepted,0.0,-397.345849935
24.2638042428,146.370285453,1638.02664433,184.587995754,2.0,33.0,1638.02664433,32.0,accepted,0.0,65.4120042464
27.1046257629,157.495460682,2053.12599721,262.711706684,2.0,33.0,720.534614475,32.0,accepted,0.0,-12.7117066836
24.2638042428,146.370285453,1638.02664433,184.587995754,2.0,33.0,1638.02664433,32.0,accepted,0.0,65.4120042464
74.1244744857,116.855828712,733.246321159,644.565168907,2.0,33.0,338.681152252,32.0,accepted,0.0,-394.565168907
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,33.0,362.586263987,32.0,accepted,0.0,-370.660057172
70.7090979222,118.007651872,886.180555108,632.955787711,2.0,33.0,350.290533448,32.0,accepted,0.0,-382.955787711
24.2638042428,146.370285453,1638.02664433,184.587995754,2.0,33.0,1638.02664433,32.0,accepted,0.0,65.4120042464
27.1046257629,157.495460682,2053.12599721,262.711706684,2.0,33.0,720.534614475,32.0,accepted,0.0,-12.7117066836
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,33.0,362.586263987,32.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,33.0,362.586263987,32.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,33.0,362.586263987,32.0,accepted,0.0,-370.660057172
70.7090979222,118.007651872,886.180555108,632.955787711,2.0,33.0,350.290533448,32.0,accepted,0.0,-382.955787711
74.1244744857,118.007651872,747.772468088,657.334477226,2.0,33.0,325.911843933,32.0,accepted,0.0,-407.334477226
25.580173568,146.370285453,1702.80048994,203.780230972,2.0,33.0,1702.80048994,32.0,accepted,0.0,46.2197690285
27.1046257629,160.483915175,2131.78077699,272.776131109,2.0,33.0,710.47019005,32.0,accepted,0.0,-22.7761311093
70.7090979222,118.007651872,886.180555108,632.955787711,2.0,33.0,350.290533448,32.0,accepted,0.0,-382.955787711
74.1244744857,116.855828712,733.246321159,644.565168907,2.0,33.0,338.681152252,32.0,accepted,0.0,-394.565168907
74.1244744857,116.855828712,733.246321159,644.565168907,2.0,33.0,338.681152252,32.0,accepted,0.0,-394.565168907
25.580173568,146.370285453,1702.80048994,203.780230972,2.0,33.0,1702.80048994,32.0,accepted,0.0,46.2197690285
27.1046257629,157.495460682,2053.12599721,262.711706684,2.0,33.0,720.534614475,32.0,accepted,0.0,-12.7117066836
70.7090979222,118.007651872,886.180555108,632.955787711,2.0,33.0,350.290533448,32.0,accepted,0.0,-382.955787711
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,33.0,362.586263987,32.0,accepted,0.0,-370.660057172
27.1046257629,157.495460682,2053.12599721,262.711706684,2.0,33.0,720.534614475,32.0,accepted,0.0,-12.7117066836
24.2638042428,146.370285453,1638.02664433,184.587995754,2.0,33.0,1638.02664433,32.0,accepted,0.0,65.4120042464
70.7090979222,119.341547543,906.327607363,647.345849935,2.0,33.0,335.900471224,32.0,accepted,0.0,-397.345849935
24.2638042428,146.370285453,1638.02664433,184.587995754,2.0,33.0,1638.02664433,32.0,accepted,0.0,65.4120042464
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,33.0,362.586263987,32.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,33.0,362.586263987,32.0,accepted,0.0,-370.660057172
24.2638042428,160.483915175,1969.14702627,221.901703603,2.0,34.0,1969.14702627,33.0,accepted,0.0,28.0982963967
23.589403466,157.495460682,1856.51042661,202.670151874,2.0,34.0,1856.51042661,33.0,accepted,0.0,47.3298481257
24.2638042428,157.495460682,1896.49282684,213.714356284,2.0,34.0,1896.49282684,33.0,accepted,0.0,36.2856437162
23.589403466,160.483915175,1927.63290958,210.43439829,2.0,34.0,1927.63290958,33.0,accepted,0.0,39.5656017103
24.2638042428,160.483915175,1969.14702627,221.901703603,2.0,34.0,1969.14702627,33.0,accepted,0.0,28.0982963967
23.589403466,157.495460682,1856.51042661,202.670151874,2.0,34.0,1856.51042661,33.0,accepted,0.0,47.3298481257
24.2638042428,157.495460682,1896.49282684,213.714356284,2.0,34.0,1896.49282684,33.0,accepted,0.0,36.2856437162
24.2638042428,157.495460682,1896.49282684,213.714356284,2.0,34.0,1896.49282684,33.0,accepted,0.0,36.2856437162
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,34.0,355.199441156,33.0,accepted,0.0,-370.660057172
24.2638042428,157.495460682,1896.49282684,213.714356284,2.0,34.0,1896.49282684,33.0,accepted,0.0,36.2856437162
74.1244744857,116.855828712,733.246321159,644.565168907,2.0,34.0,331.294329421,33.0,accepted,0.0,-394.565168907
24.2638042428,157.495460682,1896.49282684,213.714356284,2.0,34.0,1896.49282684,33.0,accepted,0.0,36.2856437162
24.2638042428,157.495460682,1896.49282684,213.714356284,2.0,34.0,1896.49282684,33.0,accepted,0.0,36.2856437162
74.1244744857,116.265728033,725.859498328,638.071732024,2.0,34.0,337.787766304,33.0,accepted,0.0,-388.071732024
74.1244744857,116.265728033,725.859498328,638.071732024,2.0,34.0,337.787766304,33.0,accepted,0.0,-388.071732024
74.1244744857,116.265728033,725.859498328,638.071732024,2.0,34.0,337.787766304,33.0,accepted,0.0,-388.071732024
74.1244744857,116.265728033,725.859498328,638.071732024,2.0,34.0,337.787766304,33.0,accepted,0.0,-388.071732024
74.1244744857,116.265728033,725.859498328,638.071732024,2.0,34.0,337.787766304,33.0,accepted,0.0,-388.071732024
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,34.0,355.199441156,33.0,accepted,0.0,-370.660057172
23.589403466,157.495460682,1856.51042661,202.670151874,2.0,34.0,1856.51042661,33.0,accepted,0.0,47.3298481257
74.1244744857,116.855828712,733.246321159,644.565168907,2.0,34.0,331.294329421,33.0,accepted,0.0,-394.565168907
74.1244744857,116.265728033,725.859498328,638.071732024,2.0,34.0,337.787766304,33.0,accepted,0.0,-388.071732024
74.1244744857,118.007651872,747.772468088,657.334477226,2.0,34.0,318.525021102,33.0,accepted,0.0,-407.334477226
23.589403466,157.495460682,1856.51042661,202.670151874,2.0,34.0,1856.51042661,33.0,accepted,0.0,47.3298481257
74.1244744857,116.855828712,733.246321159,644.565168907,2.0,34.0,331.294329421,33.0,accepted,0.0,-394.565168907
74.1244744857,116.265728033,725.859498328,638.071732024,2.0,34.0,337.787766304,33.0,accepted,0.0,-388.071732024
74.1244744857,116.265728033,725.859498328,638.071732024,2.0,34.0,337.787766304,33.0,accepted,0.0,-388.071732024
23.589403466,157.495460682,1856.51042661,202.670151874,2.0,34.0,1856.51042661,33.0,accepted,0.0,47.3298481257
74.1244744857,116.855828712,733.246321159,644.565168907,2.0,34.0,331.294329421,33.0,accepted,0.0,-394.565168907
74.1244744857,116.265728033,725.859498328,638.071732024,2.0,34.0,337.787766304,33.0,accepted,0.0,-388.071732024
74.1244744857,116.265728033,725.859498328,638.071732024,2.0,34.0,337.787766304,33.0,accepted,0.0,-388.071732024
74.1244744857,118.007651872,747.772468088,657.334477226,2.0,34.0,318.525021102,33.0,accepted,0.0,-407.334477226
23.589403466,157.495460682,1856.51042661,202.670151874,2.0,34.0,1856.51042661,33.0,accepted,0.0,47.3298481257
74.1244744857,116.855828712,733.246321159,644.565168907,2.0,34.0,331.294329421,33.0,accepted,0.0,-394.565168907
23.589403466,157.495460682,1856.51042661,202.670151874,2.0,34.0,1856.51042661,33.0,accepted,0.0,47.3298481257
74.1244744857,116.855828712,733.246321159,644.565168907,2.0,34.0,331.294329421,33.0,accepted,0.0,-394.565168907
74.1244744857,118.007651872,747.772468088,657.334477226,2.0,34.0,318.525021102,33.0,accepted,0.0,-407.334477226
74.1244744857,116.265728033,725.859498328,638.071732024,2.0,34.0,337.787766304,33.0,accepted,0.0,-388.071732024
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,34.0,355.199441156,33.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,34.0,355.199441156,33.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,34.0,355.199441156,33.0,accepted,0.0,-370.660057172
74.1244744857,116.855828712,733.246321159,644.565168907,2.0,34.0,331.294329421,33.0,accepted,0.0,-394.565168907
70.7090979222,118.007651872,886.180555108,632.955787711,2.0,34.0,342.903710617,33.0,accepted,0.0,-382.955787711
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,34.0,355.199441156,33.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,34.0,355.199441156,33.0,accepted,0.0,-370.660057172
74.1244744857,116.855828712,733.246321159,644.565168907,2.0,34.0,331.294329421,33.0,accepted,0.0,-394.565168907
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,34.0,355.199441156,33.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,34.0,355.199441156,33.0,accepted,0.0,-370.660057172
74.1244744857,118.007651872,747.772468088,657.334477226,2.0,34.0,318.525021102,33.0,accepted,0.0,-407.334477226
70.7090979222,116.855828712,868.96570768,620.660057172,2.0,34.0,355.199441156,33.0,accepted,0.0,-370.660057172
24.2638042428,157.495460682,1896.49282684,213.714356284,0.0,35.0,1896.49282684,34.0,accepted,0.0,36.2856437162
23.589403466,157.495460682,1856.51042661,202.670151874,0.0,35.0,1856.51042661,34.0,accepted,0.0,47.3298481257
24.2638042428,157.495460682,1896.49282684,213.714356284,0.0,35.0,1896.49282684,34.0,accepted,0.0,36.2856437162
24.2638042428,157.495460682,1896.49282684,213.714356284,0.0,35.0,1896.49282684,34.0,accepted,0.0,36.2856437162
24.2638042428,157.495460682,1896.49282684,213.714356284,0.0,35.0,1896.49282684,34.0,accepted,0.0,36.2856437162
24.2638042428,157.495460682,1896.49282684,213.714356284,0.0,35.0,1896.49282684,34.0,accepted,0.0,36.2856437162
24.2638042428,157.495460682,1896.49282684,213.714356284,0.0,35.0,1896.49282684,34.0,accepted,0.0,36.2856437162
24.2638042428,157.495460682,1896.49282684,213.714356284,0.0,35.0,1896.49282684,34.0,accepted,0.0,36.2856437162
24.2638042428,157.495460682,1896.49282684,213.714356284,0.0,35.0,1896.49282684,34.0,accepted,0.0,36.2856437162
24.2638042428,157.495460682,1896.49282684,213.714356284,0.0,35.0,1896.49282684,34.0,accepted,0.0,36.2856437162
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,35.0,355.199441156,34.0,accepted,0.0,-370.660057172
24.2638042428,157.495460682,1896.49282684,213.714356284,0.0,35.0,1896.49282684,34.0,accepted,0.0,36.2856437162
74.1244744857,116.855828712,733.246321159,644.565168907,0.0,35.0,331.294329421,34.0,accepted,0.0,-394.565168907
24.2638042428,157.495460682,1896.49282684,213.714356284,0.0,35.0,1896.49282684,34.0,accepted,0.0,36.2856437162
23.589403466,157.495460682,1856.51042661,202.670151874,0.0,35.0,1856.51042661,34.0,accepted,0.0,47.3298481257
24.2638042428,157.495460682,1896.49282684,213.714356284,0.0,35.0,1896.49282684,34.0,accepted,0.0,36.2856437162
23.589403466,157.495460682,1856.51042661,202.670151874,0.0,35.0,1856.51042661,34.0,accepted,0.0,47.3298481257
24.2638042428,157.495460682,1896.49282684,213.714356284,0.0,35.0,1896.49282684,34.0,accepted,0.0,36.2856437162
23.589403466,157.495460682,1856.51042661,202.670151874,0.0,35.0,1856.51042661,34.0,accepted,0.0,47.3298481257
24.2638042428,157.495460682,1896.49282684,213.714356284,0.0,35.0,1896.49282684,34.0,accepted,0.0,36.2856437162
23.589403466,157.495460682,1856.51042661,202.670151874,0.0,35.0,1856.51042661,34.0,accepted,0.0,47.3298481257
24.2638042428,157.495460682,1896.49282684,213.714356284,0.0,35.0,1896.49282684,34.0,accepted,0.0,36.2856437162
23.589403466,157.495460682,1856.51042661,202.670151874,0.0,35.0,1856.51042661,34.0,accepted,0.0,47.3298481257
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,35.0,355.199441156,34.0,accepted,0.0,-370.660057172
74.1244744857,116.265728033,725.859498328,638.071732024,0.0,35.0,337.787766304,34.0,accepted,0.0,-388.071732024
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,35.0,355.199441156,34.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,35.0,355.199441156,34.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,35.0,355.199441156,34.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,35.0,355.199441156,34.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,35.0,355.199441156,34.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,35.0,355.199441156,34.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,35.0,355.199441156,34.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,35.0,355.199441156,34.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,35.0,355.199441156,34.0,accepted,0.0,-370.660057172
74.1244744857,116.855828712,733.246321159,644.565168907,0.0,35.0,331.294329421,34.0,accepted,0.0,-394.565168907
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,35.0,355.199441156,34.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,35.0,355.199441156,34.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,35.0,355.199441156,34.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,35.0,355.199441156,34.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,35.0,355.199441156,34.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,35.0,355.199441156,34.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,35.0,355.199441156,34.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,35.0,355.199441156,34.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,35.0,355.199441156,34.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,35.0,355.199441156,34.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,35.0,355.199441156,34.0,accepted,0.0,-370.660057172
74.1244744857,116.855828712,733.246321159,644.565168907,0.0,35.0,331.294329421,34.0,accepted,0.0,-394.565168907
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,35.0,355.199441156,34.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,35.0,355.199441156,34.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,35.0,355.199441156,34.0,accepted,0.0,-370.660057172
24.2638042428,157.495460682,1896.49282684,213.714356284,7.0,36.0,1896.49282684,35.0,accepted,0.0,36.2856437162
74.1244744857,116.855828712,733.246321159,644.565168907,7.0,36.0,331.294329421,35.0,accepted,0.0,-394.565168907
24.2638042428,157.495460682,1896.49282684,213.714356284,7.0,36.0,1896.49282684,35.0,accepted,0.0,36.2856437162
24.2638042428,157.495460682,1896.49282684,213.714356284,7.0,36.0,1896.49282684,35.0,accepted,0.0,36.2856437162
70.7090979222,116.855828712,868.96570768,620.660057172,7.0,36.0,355.199441156,35.0,accepted,0.0,-370.660057172
24.2638042428,157.495460682,1896.49282684,213.714356284,7.0,36.0,1896.49282684,35.0,accepted,0.0,36.2856437162
24.2638042428,160.483915175,1969.14702627,221.901703603,7.0,36.0,1969.14702627,35.0,accepted,0.0,28.0982963967
23.589403466,157.495460682,1856.51042661,202.670151874,7.0,36.0,1856.51042661,35.0,accepted,0.0,47.3298481257
24.2638042428,157.495460682,1896.49282684,213.714356284,7.0,36.0,1896.49282684,35.0,accepted,0.0,36.2856437162
70.7090979222,116.855828712,868.96570768,620.660057172,7.0,36.0,355.199441156,35.0,accepted,0.0,-370.660057172
24.2638042428,157.495460682,1896.49282684,213.714356284,7.0,36.0,1896.49282684,35.0,accepted,0.0,36.2856437162
70.7090979222,116.855828712,868.96570768,620.660057172,7.0,36.0,355.199441156,35.0,accepted,0.0,-370.660057172
24.2638042428,157.495460682,1896.49282684,213.714356284,7.0,36.0,1896.49282684,35.0,accepted,0.0,36.2856437162
24.2638042428,157.495460682,1896.49282684,213.714356284,7.0,36.0,1896.49282684,35.0,accepted,0.0,36.2856437162
24.2638042428,157.495460682,1896.49282684,213.714356284,7.0,36.0,1896.49282684,35.0,accepted,0.0,36.2856437162
74.1244744857,116.855828712,733.246321159,644.565168907,7.0,36.0,331.294329421,35.0,accepted,0.0,-394.565168907
24.2638042428,157.495460682,1896.49282684,213.714356284,7.0,36.0,1896.49282684,35.0,accepted,0.0,36.2856437162
74.1244744857,116.855828712,733.246321159,644.565168907,7.0,36.0,331.294329421,35.0,accepted,0.0,-394.565168907
74.1244744857,116.265728033,725.859498328,638.071732024,7.0,36.0,337.787766304,35.0,accepted,0.0,-388.071732024
24.2638042428,157.495460682,1896.49282684,213.714356284,7.0,36.0,1896.49282684,35.0,accepted,0.0,36.2856437162
74.1244744857,116.855828712,733.246321159,644.565168907,7.0,36.0,331.294329421,35.0,accepted,0.0,-394.565168907
70.7090979222,116.855828712,868.96570768,620.660057172,7.0,36.0,355.199441156,35.0,accepted,0.0,-370.660057172
