0000582,0000583,0000597,0000596,0000200,0000579,0000578,0000575,20508701,20508801,failureTemp,0000588,timeof_692,timeof_578,timeof_591,time,timeof_672,cntrlvar_67,timeof_679
24797.235874,22451.1275394,10467.598718,3578.79758793,7651.23820133,15729.1123486,12021.2500681,21872.2129414,53.9220916495,17056.7333161,2481.72190569,21721.4678039,-1.0,19672.0,-1.0,19672.5,19673.0,876.97,-1.0
4314.72453483,23125.7394141,1565.04829832,25655.4876954,18399.6484439,17385.7441595,11432.1234398,2030.94504025,86.4155298636,18474.4317371,2444.77232627,3881.71432493,24312.0,29832.0,-1.0,29831.8,29832.0,748.37,-1.0
5623.01443494,15082.2683889,19983.5152355,21026.4741481,18254.8495472,3962.64513965,11340.707928,20169.5892991,306.630282328,18312.3088968,2263.36723782,2271.63361786,-1.0,29596.0,-1.0,29595.6,29596.0,1018.4,-1.0
6763.82536248,5264.21251619,25551.1001813,5528.95664032,26635.4465053,19291.0713077,22719.8368538,12510.422836,96.3004484945,14966.8578024,2494.19729629,11103.6516726,-1.0,-1.0,-1.0,48350.6,-1.0,2494.2,-1.0
2926.440688,4092.55441453,11570.7054195,20710.3133154,5319.56470608,8130.41396193,15783.3937343,6389.57982534,256.536786691,19126.7682219,2401.33538789,19499.5047523,-1.0,-1.0,-1.0,13450.0,13450.0,1000.5,13450.0
7691.02671181,13062.6471084,2495.43772252,28022.0293126,13241.457207,17012.010745,24246.9873314,15989.5232078,44.0448296811,21213.1193232,2184.38812983,6764.82951087,35996.0,-1.0,-1.0,35995.9,35996.0,831.98,35996.0
4524.31028046,8862.41150706,6422.49152503,9915.41878422,23627.2510073,7161.23614041,5190.93150719,27593.9624365,236.750593889,20359.7081946,2381.35840338,6830.94541344,-1.0,28818.0,-1.0,28818.2,28818.0,995.3,-1.0
24686.334517,25619.9250964,16775.2667849,9061.94681423,7262.66760212,25912.7127005,16434.1475332,8433.82674193,103.250385698,20428.6143686,2535.61131698,9368.65888544,-1.0,23697.0,-1.0,23696.9,23697.0,1156.4,-1.0
21910.7007165,11085.6791457,9321.93657369,18705.3951072,24312.4636982,17985.2871485,20802.3310092,15206.2772774,72.8646089736,15542.4154162,2137.14060858,19430.2944032,-1.0,45115.0,-1.0,45114.8,45115.0,820.7,-1.0
753.501287644,11785.0262218,13791.2683966,14602.6225094,690.686171418,3606.57939636,2648.53286059,20779.9819693,51.6298447083,14989.3457172,2231.92993883,23034.6215132,-1.0,3339.2,-1.0,3339.26,3339.2,848.85,-1.0
10037.6689899,6633.29916669,14519.5383886,4771.39290098,28629.8503663,6058.90640428,13147.1032575,11893.4773727,187.55555968,14808.5606175,2555.32195635,10979.9356612,-1.0,-1.0,-1.0,34688.8,34689.0,991.83,34689.0
4672.04823313,28441.7653967,3195.83899591,8370.42651544,2550.34984209,10856.6053892,13943.7801746,5112.3277382,81.9697791106,19465.4503496,2209.25552718,9473.27299666,-1.0,-1.0,-1.0,15908.6,15909.0,834.57,-1.0
4053.09561669,21447.3401967,16297.6065659,810.695087062,24621.0164114,21573.1057333,24023.6983285,25601.5416171,115.105891433,20901.8405774,2560.80895019,17044.9888033,-1.0,48645.0,-1.0,48644.8,48645.0,1440.7,-1.0
5964.51248964,3450.70269561,19285.8177187,4585.2448,27065.8479559,9289.55282253,11977.1298423,14614.4538434,333.157105491,18064.9314237,2408.19569594,20017.6886567,-1.0,-1.0,-1.0,36355.5,36355.0,984.89,36355.0
24461.8867076,11805.120524,27436.8930981,11699.7311518,27555.0120101,18920.5640524,24944.0192995,26290.7319492,193.926591809,17280.7167625,1945.45137958,6925.004937,-1.0,52499.0,-1.0,52499.1,52499.0,1246.9,-1.0
2887.03429653,26585.0664481,2741.96041817,9109.25434043,8268.27034422,14911.8977742,27619.4759378,13802.0047863,261.56760716,18119.5806949,1916.81115898,17950.7791141,12552.0,-1.0,-1.0,21510.3,21510.0,752.06,-1.0
3298.66975601,14124.7146657,4345.36339927,24731.5831814,11616.2214779,27815.8408916,4714.15331646,11496.839598,157.830166507,19308.4799322,2092.08740228,15504.0189347,-1.0,16330.0,-1.0,16330.4,16330.0,884.48,-1.0
21940.374539,5953.26865096,26429.2387288,19391.7226186,2340.62104554,22187.239812,18482.2398038,19324.9493796,212.811227399,16922.8660998,1930.6862663,5672.85068929,-1.0,20823.0,-1.0,20822.9,20823.0,1269.6,-1.0
11571.2321571,14486.9458857,9978.73725783,16871.8568778,23170.5684391,11644.3085385,6298.06517816,3592.23450258,196.566723169,16085.4464743,1946.47034774,13898.5163784,-1.0,29469.0,-1.0,29468.7,29469.0,988.6,-1.0
1310.42321268,17156.7315927,22248.5003146,22617.9438884,12636.4736056,4401.30336508,27506.7420366,23370.4051553,301.438978868,14693.1187754,2098.64045346,11057.3546537,-1.0,-1.0,-1.0,17037.9,17038.0,914.54,17038.0
7907.38527043,12402.1571024,15763.7953359,23941.4356613,25828.2971921,23446.9818365,17328.8799941,22236.1812303,159.32889691,20590.9573266,1987.24965356,14788.1461585,-1.0,43157.0,-1.0,43157.2,43157.0,890.87,-1.0
24959.3649888,6815.92194135,706.166162153,23755.7538044,7633.90005028,28496.0937069,28153.0797067,23407.9068878,28.5646911805,20603.1868086,2247.57316727,16681.8915795,-1.0,-1.0,-1.0,29959.4,-1.0,2247.6,-1.0
4519.18901807,24025.7600382,15333.0067522,13250.8332046,10675.9173407,16424.8350365,9503.17905704,27467.4807942,115.962469279,19096.3205618,2581.7282058,9385.52088974,-1.0,20179.0,-1.0,20179.1,20179.0,972.35,-1.0
9981.99237139,18756.0668969,6694.82560428,12127.1386459,9465.67063315,19980.9331858,5366.6801887,20925.5570714,156.858190787,17962.9060058,1932.10426113,13864.2079952,-1.0,14832.0,-1.0,14832.4,14832.0,995.5,-1.0
12203.694815,27969.8944849,22741.296554,1451.84305204,26218.3909299,24782.6121544,23117.8340958,9209.15086805,43.1872955207,16203.1778603,2129.33530499,14544.0632918,-1.0,49336.0,-1.0,49336.3,49336.0,983.27,-1.0
1420.2294394,27508.5538599,2467.34687185,1114.70756553,8637.28489476,14466.3412253,17506.5293936,17182.006282,196.526325251,14529.3869616,1910.63618573,633.705622192,-1.0,-1.0,-1.0,14848.8,-1.0,1910.7,-1.0
15672.808164,19130.5512391,5091.09082107,25998.3803398,24965.2989145,6745.72188574,18800.0460492,15259.5711771,242.821760423,16407.9309604,2479.74489989,1642.67068255,-1.0,-1.0,-1.0,41219.4,-1.0,2479.8,-1.0
1266.86503243,26358.2456322,23559.4838607,22291.7858494,27562.4835353,12745.746167,8500.49721109,2529.47811823,41.7533376208,19152.4659028,2080.4521543,9485.37122717,-1.0,36063.0,-1.0,36063.0,36063.0,987.95,-1.0
11580.390204,15280.1011186,16232.7655969,15882.2730857,18301.181332,27372.0581837,14347.8932181,8811.70738787,205.881404048,15849.206789,2050.42874533,26.8504777629,-1.0,-1.0,-1.0,28210.1,-1.0,2050.5,-1.0
22709.9711319,17325.7543305,10188.7784938,18476.2641238,21012.4767699,3643.29072723,16850.6444002,10323.1209021,20.1234503737,18837.6964378,2070.52177704,25878.5651017,-1.0,-1.0,-1.0,24655.8,24656.0,1010.3,24656.0
17817.0642004,27178.5660571,1981.32690951,10955.0583504,19012.0013527,26247.8806417,4864.33981836,14810.2757131,322.019872959,18079.2164435,1888.87461628,27160.4014965,-1.0,23876.0,-1.0,23876.4,23876.0,837.32,-1.0
10627.2644137,201.104560754,7599.27657076,1686.70188383,13963.9349684,9540.12493503,15593.5102194,18142.4812327,154.568584758,18752.1987576,1933.96945504,11229.6169793,-1.0,-1.0,-1.0,23504.1,23504.0,867.29,23504.0
22272.0528575,12041.4550716,3333.42263427,7961.57138008,98.447847933,8529.31832223,7582.27598002,10855.1536803,128.08683657,14616.2007368,2369.43152393,10221.9318599,-1.0,7680.7,-1.0,7680.78,7680.8,834.26,-1.0
24680.7482935,4745.96229461,4011.74732507,3254.28711101,1259.51210298,25346.9454505,21645.0242959,17575.1273264,85.8545943728,16992.993288,2288.52242598,21222.1349917,-1.0,-1.0,-1.0,13504.4,13504.0,814.39,-1.0
14742.779246,5279.81514288,15769.463679,8886.83344174,6736.07012204,918.864410057,12794.7333707,15224.8980229,329.459267096,16429.373264,2173.91061415,9230.72663443,-1.0,-1.0,-1.0,7655.01,7655.0,1003.6,7655.0
21694.1552155,6260.93100541,2299.21917477,13974.2935656,16798.4678425,11307.0048874,23138.6604514,6215.88781536,9.62085601343,17813.8199176,2265.03143113,14428.8748534,24936.0,-1.0,-1.0,28105.5,28106.0,750.3,28105.0
7545.52965981,12616.8810803,12150.1237937,6810.20540457,18021.7726911,8819.04173539,25280.2657382,27914.7408223,206.118003879,14409.9481944,2305.36883655,1867.11544645,-1.0,-1.0,-1.0,34491.7,-1.0,2305.4,-1.0
3580.4397573,21808.4320983,1377.37725266,17256.6081821,17512.5176939,26191.3941617,23864.9800857,7322.10592002,63.8009963337,18525.4177,2073.64585254,27910.7978941,21390.0,-1.0,-1.0,34647.2,-1.0,2073.7,-1.0
1488.75926153,14218.100437,24777.8968791,22573.061565,12590.3429101,3297.55726838,8686.7199487,15788.5449942,75.5624082343,16329.5646373,2226.05691396,14802.1510861,-1.0,-1.0,-1.0,15888.0,15888.0,877.09,15888.0
20778.3643551,23964.9158421,19831.6303889,8591.88846188,19360.4761199,8105.46228303,14206.3426601,23788.0844265,45.5499853376,15925.6042677,2501.49945894,13260.0016965,-1.0,-1.0,-1.0,27466.0,27466.0,1000.5,27466.0
22380.0082333,22344.0875713,1724.61022558,14428.2893631,14932.0891384,10879.066927,25118.3999351,26987.2930005,64.7369831607,16144.9314212,1811.64639449,24648.7896363,22211.0,-1.0,-1.0,25811.2,25811.0,750.85,25811.0
17935.3620903,8616.76919204,26489.6370968,7415.50417925,18010.2204657,5730.05994317,8482.89777648,23179.467058,20.5748245852,20580.4526801,2236.5657634,16900.3584507,-1.0,-1.0,-1.0,23740.3,23740.0,992.84,23740.0
774.857629441,21904.1886213,9994.25028921,8635.80305201,14713.0817443,26379.6363413,12003.4349505,905.11230701,285.258152511,19019.9035412,2400.76698862,26296.4857476,26329.0,26717.0,-1.0,26716.6,26717.0,768.43,-1.0
11106.0978126,26747.8019251,14364.0368913,10701.9077234,9845.19956271,13999.1511711,28417.5487283,18588.5815742,87.2282749767,20932.5890081,1965.29495985,9294.88132454,-1.0,-1.0,-1.0,26475.3,-1.0,1965.3,-1.0
12065.3719807,2735.98445452,21185.0760744,14549.5635168,27314.2615237,21826.3389337,5316.28515439,10281.400361,15.132395015,17463.581525,1882.69706597,19700.1222188,-1.0,32631.0,-1.0,32630.6,32631.0,994.44,-1.0
9308.79043238,21546.0301597,25962.4225831,1913.13834396,23938.023343,1289.98861218,14807.9350113,1213.1618223,235.550860231,20181.6707704,2015.2896765,3634.30286571,-1.0,-1.0,-1.0,25228.1,25228.0,1004.4,25228.0
3735.73640192,22706.6277682,26205.4323002,254.866003393,26417.9938986,8739.97769684,9260.58702033,22239.4810335,213.719979532,19170.7660192,2163.18971052,18172.8988406,-1.0,-1.0,-1.0,35158.0,35158.0,929.02,35158.0
8512.27312538,15211.289929,3399.32783021,22687.4904093,7186.86104614,28146.5847958,15094.959775,21068.3430973,59.2935382696,15655.9902555,2438.07927513,22922.1903238,20896.0,22282.0,-1.0,22281.9,22282.0,750.99,-1.0
21925.1820609,5090.48284196,967.093867341,440.559069901,14152.2384515,3731.51861947,1548.32903643,19068.7083951,119.53026489,19005.3785546,1933.3490182,24690.9526999,-1.0,15701.0,-1.0,15700.6,15701.0,944.95,-1.0
2111.91247512,9611.23381447,16872.952357,6276.39869921,15945.1805288,4212.56298115,1105.9204067,24414.7245961,190.39106074,15503.8783327,2589.76822089,7952.15667977,-1.0,17051.0,-1.0,17051.2,17051.0,1003.1,-1.0
7323.47922488,26622.0450998,810.629402644,18684.9715565,20140.0448615,8104.03027935,6165.05549942,21542.0608034,323.468972113,19279.0778483,2024.31010632,4038.90248753,-1.0,26305.0,-1.0,26305.1,26305.0,757.84,-1.0
8259.7912148,27325.4176282,3349.01062794,25191.4433374,26797.7532966,16976.3859096,17676.7723355,4888.8130558,174.806944628,15427.1584321,2470.73603354,12604.0102093,44291.0,-1.0,-1.0,44290.7,44291.0,822.79,44291.0
25015.7534294,16841.9421143,23914.6048824,20214.4422392,28209.5865683,3599.86494664,16494.8206061,13007.6957635,22.8282356073,19901.1463851,1904.97076122,21824.4850146,-1.0,-1.0,-1.0,31809.5,31810.0,1001.4,31809.0
9639.77396988,16368.8594935,26956.9998303,3438.98936925,18685.3681265,25738.8693207,1898.10515039,18071.0450579,45.207632111,19217.9155102,2376.29366721,4292.16211169,-1.0,20583.0,-1.0,20583.5,20584.0,1009.4,-1.0
625.107135417,20990.9750745,1306.37120062,747.326609447,17576.0883508,11575.1038918,28088.5627363,687.614674361,238.724848719,15127.583259,2105.08813946,1114.51045548,-1.0,-1.0,-1.0,24951.5,24951.0,813.97,-1.0
16184.3183684,23527.1664996,19390.9453021,1424.55422311,11676.7974496,16699.6517051,6945.50836228,13859.9340435,45.6138228256,16506.9083579,1900.05268618,21997.9538494,-1.0,18622.0,-1.0,18622.4,18622.0,1012.5,-1.0
28309.5223037,17068.8088327,10098.8807916,6341.71432059,19837.3789988,9446.98206585,25071.5998385,9357.69879186,270.308679341,20387.456709,2010.20705598,8858.28305842,-1.0,-1.0,-1.0,36593.4,-1.0,2010.2,-1.0
21926.633918,15265.7481996,26641.6906308,13642.8552446,15801.2789939,176.806638139,2241.74716433,23753.4230815,199.464808896,14953.6368416,2515.33206727,7299.52257259,-1.0,-1.0,-1.0,15978.2,15978.0,1004.2,15978.0
10004.4553066,19104.9777126,14466.3723672,2240.44390831,22972.0953047,20003.0223884,19551.8341501,14086.6477227,220.610593691,14811.9474096,2517.04036862,9896.57948809,-1.0,-1.0,-1.0,42150.9,-1.0,2517.1,-1.0
23630.9077567,11261.7626457,27454.8242192,22761.8343608,25572.0988586,24894.7719768,8588.98185183,9847.68840102,345.968612769,15554.8910251,2352.64676534,11282.6958908,-1.0,34161.0,-1.0,34161.1,34161.0,1002.9,-1.0
14763.9135763,15762.6458187,26998.7680214,22470.9824637,22185.3460586,14923.8247042,15260.6695368,128.792620727,19.3481421731,15162.0738928,2107.14959239,14154.5793136,-1.0,-1.0,-1.0,37109.2,37109.0,1002.9,37109.0
1785.92019069,22987.3445989,797.077567837,28118.5769716,11807.5015428,20558.5583511,18476.6698612,15144.0918517,310.421375604,17879.1338164,2176.95384738,6012.77554756,-1.0,30284.0,-1.0,30284.2,30284.0,1886.5,-1.0
7662.72644187,3655.47526184,27734.0311188,15450.563363,372.703212473,4897.20975328,22628.4388584,16539.514037,203.302188541,16493.5232408,2512.05037572,14277.3916345,-1.0,-1.0,-1.0,5269.98,5270.0,1013.6,5269.9
9466.04969567,10770.7170622,9094.44383474,5596.49590596,7674.65987926,6951.64648045,17295.0817185,26071.1601334,337.290777001,19557.2197511,2190.71282947,10782.3960572,-1.0,-1.0,-1.0,14626.4,14626.0,994.08,14626.0
12601.4630819,8642.0666194,7634.65861436,6874.36979361,27697.8991694,17145.5002266,7032.51275669,3591.26635489,330.135555949,16571.0196905,2509.86326246,18364.9769642,-1.0,34730.0,-1.0,34730.5,34730.0,983.82,-1.0
17122.0958714,23064.1500786,1992.27536386,8891.52174707,6460.51157976,6943.08991523,4110.50183003,12219.8292979,311.841347868,19185.6884692,2008.01006368,342.579477478,-1.0,10571.0,-1.0,10571.1,10571.0,1018.7,-1.0
16681.1964383,5815.62666056,19216.9548743,10631.8152365,10129.7170393,7775.17522103,10173.576042,16081.4052052,134.340492172,20157.4821701,2126.6273492,15033.2994088,-1.0,-1.0,-1.0,17905.0,17905.0,1015.9,17905.0
6756.10679547,17427.9673726,21541.9849416,17561.3971684,21227.3086825,24081.7174967,8855.22247162,15141.7452804,229.691182348,18502.6662478,2485.84193197,24010.4528391,-1.0,30083.0,-1.0,30082.6,30083.0,1012.7,-1.0
21097.4399609,4672.22769388,28550.0253161,1714.89958677,2349.38343069,11692.5121097,17746.8133765,27294.9219774,127.881168895,20840.848473,2135.99626038,10172.3644648,-1.0,20096.0,-1.0,20096.2,20096.0,1018.3,-1.0
26850.0658911,24899.84334,10586.9726426,18482.0656284,8976.37626254,17279.7788199,9551.7187996,11695.8347736,65.0749953053,17435.0560445,2496.21740092,12377.9036736,-1.0,18528.0,-1.0,18528.1,18528.0,1015.5,-1.0
2334.13096298,27235.8615811,11057.193511,26431.0397794,1201.24491989,1740.48860503,21804.4825233,19985.7658362,190.875374298,21211.5659595,2083.56215618,23710.056757,-1.0,-1.0,-1.0,2941.8,2941.8,1017.4,2941.7
6382.3574726,10217.7896131,22661.0355377,5514.57834707,13055.988266,6945.49195038,15229.8906841,19977.4582494,40.5343337264,15319.9627289,1936.62021482,23781.8016922,-1.0,-1.0,-1.0,20001.5,20002.0,1008.7,20001.0
21130.6762228,9638.24198024,24747.8282528,15067.8877089,8329.34480428,19881.8567682,21661.8581253,20827.8346144,228.11675356,17114.794585,2277.63184985,2017.22589418,-1.0,-1.0,-1.0,27493.2,-1.0,2277.6,-1.0
21920.9938113,8356.60515953,23669.5743491,1506.11856682,6713.42991093,27149.3749492,13137.1465502,26835.1862375,42.461190917,19453.3610538,1964.72285423,4276.37101538,-1.0,19851.0,-1.0,19850.6,19851.0,1898.3,-1.0
9688.60302723,13514.0140831,16460.3559835,9520.08912966,16843.927532,10140.7469594,1731.47163991,11.6752353768,160.106587385,16617.7727903,2018.05459657,11597.2611646,-1.0,18575.0,-1.0,18575.4,18575.0,1010.1,-1.0
17721.2918167,21804.700023,11309.3583603,3935.32900084,22345.6119034,10257.0715196,26424.1066042,3638.53804598,224.28326382,19250.1666975,2406.92960475,1233.31247817,-1.0,-1.0,-1.0,32602.8,32603.0,1000.2,32603.0
18784.8283603,18193.0428794,9043.52063032,16889.9225224,22945.3617867,9937.0791031,10905.7070265,4672.91685128,263.789592325,18715.5872167,2440.11922798,17187.2813927,-1.0,-1.0,-1.0,32882.5,32882.0,922.36,32882.0
23400.7739239,17493.1166591,4912.84939377,19266.9919165,16181.5748323,22109.5272905,21015.9182903,9295.99601943,75.1369305231,15379.1201064,1800.63417273,27124.7108332,-1.0,37197.0,-1.0,37197.5,37198.0,832.42,-1.0
1380.4128017,20351.2551186,12311.7439757,10336.7407464,23329.5022179,21565.1048032,10835.4303794,11087.0378591,275.88487956,19538.9794169,2082.5299513,16669.2321861,-1.0,34165.0,-1.0,34165.0,34165.0,996.02,-1.0
18209.5385429,20195.2336274,12480.4135677,6253.03046684,19764.5447904,14146.6134101,19999.0557971,26558.722507,21.6718027075,19485.1144871,2350.01107501,9726.48098554,-1.0,-1.0,-1.0,37694.2,-1.0,2350.0,-1.0
18105.1547555,22831.1389203,4541.85478001,13342.7907016,4820.84884596,6145.59460103,18039.4446979,11833.1448036,333.748173609,18986.2683458,1832.21584693,9574.19163067,-1.0,-1.0,-1.0,10966.5,10966.0,885.1,10966.0
5474.52083544,17287.794549,27911.1527707,342.763745365,3850.19337363,7495.86503019,8875.67120581,13455.4224973,201.656651941,14437.2116936,2550.55950198,21088.4484731,-1.0,-1.0,-1.0,11346.1,11346.0,874.73,11346.0
16603.5519245,25282.1271296,2347.06296106,5564.12305405,23221.417693,21069.3865994,25412.3410574,15738.5697141,188.795253079,19315.080301,2004.89925184,19946.2115202,30908.0,-1.0,-1.0,34697.0,34697.0,750.21,-1.0
25356.5924124,12033.6752597,1550.25956508,12332.8669109,15532.1703308,12589.1653565,20993.6832807,14651.5442429,87.2804039018,20268.2659301,2465.69998384,16659.2505023,22554.0,-1.0,-1.0,28121.4,28121.0,751.83,28121.0
24155.3319771,24607.5409224,20753.9639687,1303.16529347,14440.6292459,17779.0748815,2750.94573012,9628.29867214,51.7005531875,15332.9359532,2521.54969279,4705.16661443,-1.0,17192.0,-1.0,17191.6,17192.0,1011.2,-1.0
5767.12505929,19077.6072614,28443.3675353,13130.9617888,17654.2992227,22716.8996412,14704.3450652,2731.12684534,49.9423522058,16548.776315,2554.34442082,21747.5638075,-1.0,32359.0,-1.0,32358.7,32359.0,1000.2,-1.0
26706.0659485,7150.41983501,11933.9011381,26201.4970268,27114.607503,26736.5427088,8015.69107822,23534.549698,318.217239246,19015.7772927,1824.02987214,7991.57046889,-1.0,35130.0,-1.0,35130.3,35130.0,1012.4,-1.0
8623.51140456,26399.8593685,7063.23848459,18452.852983,6700.00732654,16353.7580237,23268.9812726,28536.8855653,73.5603318743,15262.2172025,1821.25551631,3059.10761083,-1.0,-1.0,-1.0,17550.0,-1.0,1821.3,-1.0
616.200670862,8007.2331494,19844.5265291,22682.9520914,15401.5179254,19769.8208198,20193.8095657,19740.6170312,215.364015591,15836.3051784,1833.28972957,792.58260741,-1.0,-1.0,-1.0,24398.8,-1.0,1833.3,-1.0
26770.8966928,17987.7963205,719.694234618,28531.5866132,3325.15408391,25321.4785497,19702.9164715,13991.9231961,187.773445207,16576.5573956,2468.21769696,5115.07596437,22432.0,23028.0,-1.0,23028.1,23028.0,759.46,-1.0
23655.5916919,15228.0769107,16159.4838395,12531.1262441,4443.62285156,10011.5667666,18095.5773819,5996.03947788,201.481217821,14981.1514089,1884.8032207,3877.01753613,-1.0,-1.0,-1.0,14455.3,14455.0,1007.0,14455.0
11477.8251419,27880.6719518,4702.20538661,24254.387218,7266.47116005,1145.01460081,3882.78673983,3081.47637774,322.11845466,16141.8872934,2434.45197513,548.726541345,-1.0,-1.0,-1.0,10896.8,10897.0,1018.5,10897.0
2401.86747363,19921.2430595,3420.62293516,6099.84291967,28317.3075827,13573.1219113,15027.9834618,5915.4612124,106.079721578,18805.280621,2403.63473939,7277.92996882,-1.0,-1.0,-1.0,38832.6,38833.0,806.71,-1.0
4130.90589806,13556.9136725,17401.0350173,19881.8560889,20948.1031968,21744.961962,13382.8471171,8922.52103025,182.568153592,20142.365893,2019.39263471,11813.5595222,-1.0,34331.0,-1.0,34331.0,34331.0,1018.7,-1.0
20906.1263079,20495.3680393,23677.6841884,4468.42631551,5725.99920805,26190.0752168,6455.30095494,17002.2599324,81.2768147347,17107.8459973,2175.2195613,15710.9807532,-1.0,12181.0,-1.0,12181.4,12181.0,996.85,-1.0
4325.01512453,7805.38088088,23025.2085288,16449.4309455,5440.03542493,6808.94687043,10356.5495084,23536.5855986,117.773560925,21127.5256043,1818.69096366,7220.27307276,-1.0,-1.0,-1.0,12249.1,12249.0,890.77,12249.0
13662.1383567,16383.6368044,15558.6127281,9536.31284806,7678.08399928,3693.80195032,7471.12594336,4563.56951514,296.103776747,18899.7504815,1921.47926066,16079.8707935,-1.0,-1.0,-1.0,11372.0,11372.0,995.6,11372.0
27690.1986951,25423.962938,16004.9069239,18012.2174063,28073.3887719,9663.73644019,3607.05504947,17807.4937085,58.0263996037,18285.9681221,2448.81620215,11711.4440545,-1.0,31680.0,-1.0,31680.5,31680.0,1002.2,-1.0
9340.15158397,17875.7341752,7992.15103526,26467.509112,25994.1136117,4201.08013302,11899.223638,14080.3275045,65.8600011237,15594.6635841,2449.62866736,17649.5276214,-1.0,-1.0,-1.0,30195.3,30195.0,1002.4,30195.0
14106.8584644,27232.8173695,28343.2818477,10537.2983437,13647.5221052,24925.8853474,22238.4453572,6335.08959198,26.2458705381,15252.966707,2318.98995384,1797.20153601,-1.0,-1.0,-1.0,31090.6,-1.0,2319.0,-1.0
15638.4516981,27612.7159104,11715.3288785,3061.59432051,8587.31707193,6270.50884257,4611.92973609,10051.7100955,219.686956406,15370.864752,2152.59177684,28643.2526532,-1.0,13199.0,-1.0,13199.3,13199.0,997.7,-1.0
13109.9712122,8781.24508782,13200.7120586,18199.2163754,17961.9504556,27911.7798737,18001.9131081,1712.70158237,288.669849941,21504.5590999,1800.84196341,7823.82983327,33469.0,-1.0,-1.0,34464.2,-1.0,1800.9,-1.0
17083.4214332,16236.128462,2279.06430103,8444.45166692,28542.9283025,27698.1920692,3534.62666666,432.036144336,330.573831527,16601.6216089,2517.99381156,14102.6691758,-1.0,32078.0,-1.0,32077.6,32078.0,894.19,-1.0
2265.30035744,16918.0090556,5330.1434317,2409.60823011,12546.8334195,17463.5604237,3706.19275182,3221.23867641,115.117440908,15089.7912329,2141.3301233,16292.9181305,-1.0,16253.0,-1.0,16253.1,16253.0,1002.4,-1.0
26935.1153302,1788.81455046,24862.9065539,22324.6680511,244.578342239,18512.5434966,8168.19560433,21152.2839358,217.61420123,19580.1413606,2289.05074681,17428.6563805,-1.0,8412.8,-1.0,8412.82,8412.8,1002.0,-1.0
20829.9374937,6671.04957715,12472.87364,23537.7523957,17945.5406622,4426.95842801,27580.3868648,16340.6472953,333.352736837,17021.2490279,2316.52509051,15226.0879615,-1.0,-1.0,-1.0,22372.6,22373.0,1010.2,22373.0
16252.8600886,19482.2153535,20259.0168344,28681.5779965,27842.094648,26683.8930612,17867.6236916,20409.946722,333.231078351,20918.1470182,2128.08518606,22779.6667658,-1.0,45710.0,-1.0,45709.8,45710.0,1010.9,-1.0
11167.915494,7213.61892572,22626.8262613,12487.8390106,27251.6485739,18492.1109095,25289.0386979,21415.6654601,180.43215787,20873.0582,2488.69784014,4415.90697735,-1.0,-1.0,-1.0,43723.0,-1.0,2488.7,-1.0
14899.6005998,12396.4716462,27840.9676045,2713.41355216,18718.1324001,12853.665315,8295.69130378,3498.80761634,38.9409903968,18272.2123143,2185.6635566,198.248507937,-1.0,27014.0,-1.0,27013.9,27014.0,1505.4,-1.0
4541.59770306,19422.7262506,7425.32555215,19491.1226199,978.836536635,4310.96918594,23575.4786993,3224.56449988,182.823878407,20212.5599618,1908.12465677,14856.7774309,-1.0,-1.0,-1.0,5289.88,5289.9,1006.8,5289.8
27998.6734569,16320.1574888,1005.65040428,19897.5598731,23100.8494047,14453.5203832,27011.6234418,4088.13373588,324.887600174,16845.8090444,2488.16810235,14492.2475159,28970.0,-1.0,-1.0,37554.4,37554.0,749.4,37554.0
15458.3061497,18241.0930267,6188.67996018,2250.94583528,1927.7895312,22712.67729,9240.71419887,20164.4485068,56.7863118386,16212.9989757,2576.52749485,16778.6304581,-1.0,11169.0,-1.0,11168.5,11169.0,848.39,-1.0
6267.01934856,73.5295385766,4721.50830036,18002.0020297,12817.7193846,19966.2910047,22802.8342162,22732.1799146,104.647587106,20866.602754,1979.11324487,21890.6251794,24553.0,-1.0,-1.0,26160.6,-1.0,1979.1,-1.0
16291.6203967,22137.0545577,6339.8689461,24951.6962194,23400.3716821,16630.2497465,12577.0975352,27540.479453,153.519564052,21299.3398471,2320.10869726,20668.4231618,34757.0,35977.0,-1.0,35977.5,35977.0,749.66,-1.0
15544.9911442,16744.9050739,23048.9049926,16514.3688534,7323.70754963,6635.08509632,18654.4951266,4453.21703021,270.728961933,20447.5114968,1997.12093327,12510.7395023,-1.0,-1.0,-1.0,13958.9,13959.0,995.21,13959.0
7797.6766589,26377.7223148,9662.70314483,8031.85733546,4547.84183153,22435.9847428,26476.2976227,10511.8778094,302.5709905,18111.8046109,1833.57944916,5511.51886464,21853.0,-1.0,-1.0,22885.5,-1.0,1833.6,-1.0
13010.0190657,14893.5584244,11290.9989332,9630.95292417,25919.3454291,9714.67095677,27030.3120382,19883.3393551,77.6192218338,18287.7943987,2496.4066197,7107.86506618,-1.0,-1.0,-1.0,44485.8,-1.0,2496.4,-1.0
22187.6362086,20064.8085949,5316.5178403,2840.95537522,11814.4142747,17007.6632355,22651.6295119,8557.37849594,5.55949582235,16573.219963,2197.80835024,20480.4120293,22832.0,-1.0,-1.0,23581.7,23582.0,752.57,-1.0
