Time,Load,Eeng,,
2048400,64554.68,1182049.61,64554.68,35461.4883
2052000,63230.75,580697.513,63230.75,17420.92539
2055600,61104.73,1443908.9,61104.73,43317.267
2059200,58828.57,1499763.31,58828.57,44992.8993
2062800,57401.07,1499763.31,57401.07,44992.8993
2066400,54103.44,1499763.31,54103.44,44992.8993
2070000,50142.27,1190846.22,50142.27,35725.3866
2073600,46651.51,1499763.31,46651.51,44992.8993
2077200,44312.26,1299831.96,44312.26,38994.9588
2080800,42704.94,1499763.31,42704.94,44992.8993
2084400,41826.56,1499763.31,41826.56,44992.8993
2088000,41731.43,1499763.31,41731.43,44992.8993
2091600,42885.91,1499763.31,42885.91,44992.8993
2095200,44066.54,1499763.31,44066.54,44992.8993
2098800,44865.57,1499763.31,44865.57,44992.8993
2102400,46749.39,1499763.31,46749.39,44992.8993
2106000,49510.17,1499763.31,49510.17,44992.8993
2109600,53010.73,262979.502,53010.73,7889.38506
2113200,56334.12,245654.614,56334.12,7369.63842
2116800,59042.02,133437.737,59042.02,4003.13211
2120400,61245.87,131779.352,61245.87,3953.38056
2124000,62325.81,101539.242,62325.81,3046.17726
2127600,63451.18,113053.127,63451.18,3391.59381
2131200,64460.63,66050.1796,64460.63,1981.505388
2134800,64395.92,171704.666,64395.92,5151.13998
2138400,63227.21,263584.052,63227.21,7907.52156
2142000,61069.46,719959.406,61069.46,21598.78218
2145600,58833.22,1229844.69,58833.22,36895.3407
2149200,57170.25,1499763.31,57170.25,44992.8993
2152800,53678.69,1264515.54,53678.69,37935.4662
2156400,49752.61,1499763.31,49752.61,44992.8993
2160000,46433.69,1299831.96,46433.69,38994.9588
2163600,44021.36,942569.703,44021.36,28277.09109
2167200,42303.21,744265.98,42303.21,22327.9794
2170800,41168.94,523287.91,41168.94,15698.6373
2174400,41010.2,357929.967,41010.2,10737.89901
2178000,42070.54,228373.914,42070.54,6851.21742
2181600,43470.23,198945.102,43470.23,5968.35306
2185200,44882.34,154718.146,44882.34,4641.54438
2188800,47541.72,659102.887,47541.72,19773.08661
2192400,51047.5,1499763.31,51047.5,44992.8993
2196000,54640.05,1271411.84,54640.05,38142.3552
2199600,58033.79,1335799.89,58033.79,40073.9967
2203200,61037.49,686598.659,61037.49,20597.95977
2206800,63737.77,343777.137,63737.77,10313.31411
2210400,65765.94,1385187.25,65765.94,41555.6175
2214000,67191.07,1484390,67191.07,44531.7
2217600,67679.23,1499763.31,67679.23,44992.8993
2221200,67482.58,1499763.31,67482.58,44992.8993
2224800,66400.33,1499763.31,66400.33,44992.8993
2228400,64196.35,1499763.31,64196.35,44992.8993
2232000,61429.71,1499763.31,61429.71,44992.8993
2235600,59380.8,1499763.31,59380.8,44992.8993
2239200,55423.4,1499763.31,55423.4,44992.8993
2242800,51120.08,1499763.31,51120.08,44992.8993
2246400,47508.88,1499763.31,47508.88,44992.8993
2250000,44860.65,1499763.31,44860.65,44992.8993
2253600,42945.64,1499763.31,42945.64,44992.8993
2257200,41705.28,1499763.31,41705.28,44992.8993
2260800,41393.96,0,41393.96,0
2264400,42319.1,0,42319.1,0
2268000,43485.12,0,43485.12,0
2271600,45026.47,0,45026.47,0
2275200,47956.72,1499763.31,47956.72,44992.8993
2278800,51383.1,1499763.31,51383.1,44992.8993
2282400,55137.63,0,55137.63,0
2286000,58722.16,0,58722.16,0
2289600,62097.53,1499763.31,62097.53,44992.8993
2293200,65251.89,1499763.31,65251.89,44992.8993
2296800,67527.23,1499763.31,67527.23,44992.8993
2300400,68543.76,1499763.31,68543.76,44992.8993
2304000,69102.21,1499763.31,69102.21,44992.8993
2307600,69048.25,1499763.31,69048.25,44992.8993
2311200,68301.92,1499763.31,68301.92,44992.8993
2314800,66042.13,1499763.31,66042.13,44992.8993
2318400,63106.44,1499763.31,63106.44,44992.8993
2322000,60739.04,1499763.31,60739.04,44992.8993
2325600,56707.82,1411565.23,56707.82,42346.9569
2329200,52387.34,1499763.31,52387.34,44992.8993
2332800,48598.81,1499763.31,48598.81,44992.8993
2336400,45695.38,1499763.31,45695.38,44992.8993
2340000,43661.93,1499763.31,43661.93,44992.8993
2343600,42415.55,1499763.31,42415.55,44992.8993
2347200,41952.58,1499763.31,41952.58,44992.8993
2350800,42698.69,1499763.31,42698.69,44992.8993
2354400,43770.44,979351.171,43770.44,29380.53513
2358000,45192.32,846961.934,45192.32,25408.85802
2361600,48041.53,188436.201,48041.53,5653.08603
2365200,51457.81,0,51457.81,0
2368800,55181.26,0,55181.26,0
2372400,58768.11,0,58768.11,0
2376000,61931.68,157419.965,61931.68,4722.59895
2379600,64738.61,439913.837,64738.61,13197.41511
2383200,66857.87,852242.595,66857.87,25567.27785
2386800,68013.13,1050174.87,68013.13,31505.2461
2390400,68589.42,1278333.17,68589.42,38349.9951
2394000,68278.5,1339373.14,68278.5,40181.1942
2397600,67065.01,1499763.31,67065.01,44992.8993
2401200,64771.12,1499763.31,64771.12,44992.8993
2404800,62200.63,1499763.31,62200.63,44992.8993
2408400,60211.9,1499763.31,60211.9,44992.8993
2412000,56348.03,0,56348.03,0
2415600,52129.09,1499763.31,52129.09,44992.8993
2419200,48453.45,1499763.31,48453.45,44992.8993
2422800,45801.02,1499763.31,45801.02,44992.8993
2426400,43986.34,1499763.31,43986.34,44992.8993
2430000,42718.56,1499763.31,42718.56,44992.8993
2433600,42301.74,1499763.31,42301.74,44992.8993
2437200,43022.23,1499763.31,43022.23,44992.8993
2440800,43958.61,1499763.31,43958.61,44992.8993
2444400,45255.66,1499763.31,45255.66,44992.8993
2448000,48071.15,1499763.31,48071.15,44992.8993
2451600,51576.93,936921.83,51576.93,28107.6549
2455200,55175.05,621213.418,55175.05,18636.40254
2458800,58520.28,758864.319,58520.28,22765.92957
2462400,61533.02,463594.331,61533.02,13907.82993
2466000,64378.92,162625.109,64378.92,4878.75327
2469600,66384.36,56240.0204,66384.36,1687.200612
2473200,67784.17,63596.3135,67784.17,1907.889405
2476800,68447.36,50539.4243,68447.36,1516.182729
2480400,67926.8,89062.2585,67926.8,2671.867755
2484000,66045.24,194465.274,66045.24,5833.95822
2487600,63365.33,302239.109,63365.33,9067.17327
2491200,60659.11,316600.601,60659.11,9498.01803
2494800,58896.28,1031533.15,58896.28,30945.9945
2498400,55629.32,1042590.58,55629.32,31277.7174
2502000,52126.83,1499763.31,52126.83,44992.8993
2505600,48762.58,1499763.31,48762.58,44992.8993
2509200,46233.49,1499763.31,46233.49,44992.8993
2512800,44153.79,1499763.31,44153.79,44992.8993
2516400,42570.89,1499763.31,42570.89,44992.8993
2520000,41613.35,1499763.31,41613.35,44992.8993
2523600,41342.67,1499763.31,41342.67,44992.8993
2527200,41243.06,1499763.31,41243.06,44992.8993
2530800,42026.47,1499763.31,42026.47,44992.8993
2534400,44948.64,1499763.31,44948.64,44992.8993
2538000,48798.5,633436.02,48798.5,19003.0806
2541600,52800.98,72843.5801,52800.98,2185.307403
2545200,56062.52,0,56062.52,0
2548800,59042.75,0,59042.75,0
2552400,61532.27,0,61532.27,0
2556000,63534.31,0,63534.31,0
2559600,64925.43,0,64925.43,0
2563200,65692.5,0,65692.5,0
2566800,65423.47,0,65423.47,0
2570400,63991.27,64538.8538,63991.27,1936.165614
2574000,61486.41,178770.676,61486.41,5363.12028
2577600,58911.46,745475.294,58911.46,22364.25882
2581200,56963.29,751541.519,56963.29,22546.24557
2584800,53775.19,833421.284,53775.19,25002.63852
2588400,50348.85,922900.953,50348.85,27687.02859
