x1,x2,x3,x4,x5,x6,obj,age,batchId,fitness,iteration,accepted,conv_objective
4.0,7.0,2.0,6.0,3.0,5.0,93.0,5.0,14.0,93.0,13.0,accepted,0.0
4.0,7.0,5.0,6.0,3.0,2.0,84.0,5.0,14.0,54.0,13.0,accepted,0.0
6.0,3.0,2.0,4.0,7.0,5.0,99.0,5.0,14.0,99.0,13.0,accepted,0.0
4.0,7.0,2.0,5.0,3.0,6.0,95.0,5.0,14.0,95.0,13.0,accepted,0.0
4.0,6.0,5.0,2.0,3.0,7.0,96.0,5.0,14.0,96.0,13.0,accepted,0.0
4.0,7.0,2.0,5.0,3.0,6.0,95.0,5.0,14.0,95.0,13.0,accepted,0.0
4.0,7.0,5.0,2.0,3.0,6.0,92.0,5.0,14.0,92.0,13.0,accepted,0.0
4.0,7.0,2.0,6.0,3.0,5.0,93.0,5.0,14.0,93.0,13.0,accepted,0.0
4.0,6.0,5.0,2.0,3.0,7.0,96.0,5.0,14.0,96.0,13.0,accepted,0.0
4.0,7.0,5.0,2.0,3.0,6.0,92.0,5.0,14.0,92.0,13.0,accepted,0.0
4.0,6.0,5.0,2.0,3.0,7.0,96.0,5.0,14.0,96.0,13.0,accepted,0.0
4.0,7.0,2.0,6.0,3.0,5.0,93.0,5.0,14.0,93.0,13.0,accepted,0.0
4.0,3.0,7.0,5.0,6.0,2.0,93.0,6.0,15.0,53.0,14.0,accepted,0.0
3.0,6.0,5.0,4.0,7.0,2.0,93.0,6.0,15.0,83.0,14.0,accepted,0.0
4.0,3.0,7.0,6.0,5.0,2.0,92.0,6.0,15.0,42.0,14.0,accepted,0.0
4.0,3.0,5.0,2.0,7.0,6.0,104.0,6.0,15.0,104.0,14.0,accepted,0.0
4.0,3.0,6.0,2.0,7.0,5.0,101.0,6.0,15.0,101.0,14.0,accepted,0.0
4.0,3.0,5.0,6.0,7.0,2.0,96.0,6.0,15.0,66.0,14.0,accepted,0.0
4.0,3.0,2.0,7.0,5.0,6.0,105.0,6.0,15.0,95.0,14.0,accepted,0.0
3.0,6.0,5.0,2.0,7.0,4.0,97.0,6.0,15.0,97.0,14.0,accepted,0.0
3.0,6.0,7.0,5.0,4.0,2.0,88.0,6.0,15.0,48.0,14.0,accepted,0.0
4.0,7.0,5.0,2.0,6.0,3.0,89.0,6.0,15.0,89.0,14.0,accepted,0.0
3.0,6.0,4.0,2.0,7.0,5.0,100.0,6.0,15.0,100.0,14.0,accepted,0.0
4.0,3.0,7.0,5.0,6.0,2.0,93.0,6.0,15.0,53.0,14.0,accepted,0.0
3.0,6.0,7.0,4.0,5.0,2.0,89.0,6.0,15.0,59.0,14.0,accepted,0.0
3.0,6.0,7.0,5.0,4.0,2.0,88.0,6.0,15.0,48.0,14.0,accepted,0.0
4.0,3.0,6.0,2.0,7.0,5.0,101.0,6.0,15.0,101.0,14.0,accepted,0.0
4.0,3.0,7.0,2.0,6.0,5.0,99.0,6.0,15.0,89.0,14.0,accepted,0.0
4.0,3.0,7.0,2.0,5.0,6.0,100.0,6.0,15.0,90.0,14.0,accepted,0.0
3.0,6.0,7.0,2.0,4.0,5.0,94.0,6.0,15.0,84.0,14.0,accepted,0.0
4.0,3.0,7.0,6.0,5.0,2.0,92.0,6.0,15.0,42.0,14.0,accepted,0.0
3.0,6.0,4.0,2.0,7.0,5.0,100.0,6.0,15.0,100.0,14.0,accepted,0.0
4.0,3.0,5.0,2.0,6.0,7.0,105.0,6.0,16.0,105.0,15.0,accepted,0.0
4.0,3.0,2.0,5.0,7.0,6.0,107.0,6.0,16.0,107.0,15.0,accepted,0.0
4.0,3.0,2.0,5.0,7.0,6.0,107.0,6.0,16.0,107.0,15.0,accepted,0.0
4.0,2.0,7.0,5.0,6.0,3.0,97.0,6.0,16.0,57.0,15.0,accepted,0.0
4.0,3.0,5.0,2.0,7.0,6.0,104.0,6.0,16.0,104.0,15.0,accepted,0.0
4.0,2.0,7.0,5.0,6.0,3.0,97.0,6.0,16.0,57.0,15.0,accepted,0.0
4.0,2.0,3.0,5.0,7.0,6.0,108.0,6.0,16.0,108.0,15.0,accepted,0.0
4.0,3.0,6.0,2.0,5.0,7.0,103.0,6.0,16.0,103.0,15.0,accepted,0.0
4.0,5.0,3.0,2.0,6.0,7.0,103.0,6.0,16.0,103.0,15.0,accepted,0.0
4.0,2.0,3.0,5.0,7.0,6.0,108.0,6.0,16.0,108.0,15.0,accepted,0.0
4.0,5.0,3.0,2.0,7.0,6.0,102.0,6.0,16.0,102.0,15.0,accepted,0.0
4.0,3.0,6.0,2.0,7.0,5.0,101.0,6.0,16.0,101.0,15.0,accepted,0.0
4.0,5.0,3.0,2.0,7.0,6.0,102.0,6.0,16.0,102.0,15.0,accepted,0.0
4.0,3.0,6.0,2.0,5.0,7.0,103.0,6.0,16.0,103.0,15.0,accepted,0.0
4.0,3.0,2.0,6.0,5.0,7.0,107.0,6.0,16.0,107.0,15.0,accepted,0.0
4.0,5.0,3.0,2.0,6.0,7.0,103.0,6.0,16.0,103.0,15.0,accepted,0.0
4.0,3.0,6.0,2.0,7.0,5.0,101.0,6.0,16.0,101.0,15.0,accepted,0.0
4.0,2.0,7.0,5.0,6.0,3.0,97.0,6.0,16.0,57.0,15.0,accepted,0.0
4.0,5.0,7.0,2.0,6.0,3.0,91.0,6.0,16.0,81.0,15.0,accepted,0.0
4.0,3.0,6.0,2.0,7.0,5.0,101.0,6.0,16.0,101.0,15.0,accepted,0.0
5.0,3.0,2.0,6.0,7.0,4.0,100.0,14.0,17.0,100.0,16.0,accepted,0.0
6.0,3.0,5.0,2.0,7.0,4.0,94.0,14.0,17.0,94.0,16.0,accepted,0.0
6.0,3.0,2.0,4.0,7.0,5.0,99.0,14.0,17.0,99.0,16.0,accepted,0.0
5.0,3.0,4.0,2.0,7.0,6.0,102.0,14.0,17.0,102.0,16.0,accepted,0.0
7.0,3.0,2.0,6.0,5.0,4.0,92.0,14.0,17.0,92.0,16.0,accepted,0.0
5.0,3.0,2.0,7.0,6.0,4.0,99.0,14.0,17.0,89.0,16.0,accepted,0.0
6.0,3.0,2.0,7.0,4.0,5.0,96.0,14.0,17.0,86.0,16.0,accepted,0.0
5.0,3.0,7.0,2.0,4.0,6.0,96.0,14.0,17.0,86.0,16.0,accepted,0.0
6.0,3.0,5.0,2.0,7.0,4.0,94.0,14.0,17.0,94.0,16.0,accepted,0.0
6.0,3.0,5.0,2.0,7.0,4.0,94.0,14.0,17.0,94.0,16.0,accepted,0.0
7.0,3.0,5.0,2.0,6.0,4.0,90.0,14.0,17.0,90.0,16.0,accepted,0.0
6.0,3.0,5.0,2.0,7.0,4.0,94.0,14.0,17.0,94.0,16.0,accepted,0.0
6.0,3.0,5.0,2.0,7.0,4.0,94.0,14.0,17.0,94.0,16.0,accepted,0.0
6.0,3.0,5.0,2.0,7.0,4.0,94.0,14.0,17.0,94.0,16.0,accepted,0.0
7.0,3.0,5.0,2.0,6.0,4.0,90.0,14.0,17.0,90.0,16.0,accepted,0.0
6.0,3.0,5.0,2.0,7.0,4.0,94.0,14.0,17.0,94.0,16.0,accepted,0.0
6.0,3.0,5.0,2.0,7.0,4.0,94.0,14.0,17.0,94.0,16.0,accepted,0.0
6.0,3.0,5.0,2.0,7.0,4.0,94.0,14.0,17.0,94.0,16.0,accepted,0.0
6.0,3.0,5.0,2.0,7.0,4.0,94.0,14.0,17.0,94.0,16.0,accepted,0.0
7.0,3.0,5.0,2.0,6.0,4.0,90.0,14.0,17.0,90.0,16.0,accepted,0.0
7.0,3.0,5.0,4.0,6.0,2.0,86.0,15.0,18.0,76.0,17.0,accepted,0.0
6.0,2.0,3.0,7.0,4.0,5.0,97.0,15.0,18.0,77.0,17.0,accepted,0.0
7.0,3.0,5.0,2.0,6.0,4.0,90.0,15.0,18.0,90.0,17.0,accepted,0.0
6.0,3.0,5.0,2.0,7.0,4.0,94.0,15.0,18.0,94.0,17.0,accepted,0.0
4.0,3.0,5.0,2.0,6.0,7.0,105.0,15.0,18.0,105.0,17.0,accepted,0.0
6.0,3.0,5.0,2.0,7.0,4.0,94.0,15.0,18.0,94.0,17.0,accepted,0.0
7.0,3.0,5.0,2.0,6.0,4.0,90.0,15.0,18.0,90.0,17.0,accepted,0.0
6.0,3.0,2.0,5.0,7.0,4.0,97.0,15.0,18.0,97.0,17.0,accepted,0.0
7.0,2.0,3.0,5.0,6.0,4.0,94.0,15.0,18.0,94.0,17.0,accepted,0.0
7.0,3.0,5.0,2.0,6.0,4.0,90.0,15.0,18.0,90.0,17.0,accepted,0.0
7.0,2.0,3.0,5.0,6.0,4.0,94.0,15.0,18.0,94.0,17.0,accepted,0.0
7.0,3.0,5.0,2.0,6.0,4.0,90.0,15.0,18.0,90.0,17.0,accepted,0.0
7.0,2.0,3.0,5.0,6.0,4.0,94.0,15.0,18.0,94.0,17.0,accepted,0.0
7.0,3.0,2.0,5.0,6.0,4.0,93.0,15.0,18.0,93.0,17.0,accepted,0.0
7.0,3.0,5.0,2.0,6.0,4.0,90.0,15.0,18.0,90.0,17.0,accepted,0.0
7.0,3.0,5.0,2.0,6.0,4.0,90.0,15.0,18.0,90.0,17.0,accepted,0.0
7.0,3.0,2.0,5.0,6.0,4.0,93.0,15.0,18.0,93.0,17.0,accepted,0.0
7.0,3.0,5.0,2.0,6.0,4.0,90.0,15.0,18.0,90.0,17.0,accepted,0.0
7.0,3.0,2.0,5.0,6.0,4.0,93.0,15.0,18.0,93.0,17.0,accepted,0.0
7.0,3.0,5.0,2.0,6.0,4.0,90.0,15.0,18.0,90.0,17.0,accepted,0.0
4.0,7.0,2.0,5.0,3.0,6.0,95.0,10.0,19.0,95.0,18.0,accepted,0.0
4.0,6.0,5.0,2.0,3.0,7.0,96.0,10.0,19.0,96.0,18.0,accepted,0.0
4.0,3.0,2.0,5.0,6.0,7.0,108.0,10.0,19.0,108.0,18.0,accepted,0.0
4.0,3.0,2.0,5.0,7.0,6.0,107.0,10.0,19.0,107.0,18.0,accepted,0.0
4.0,6.0,2.0,5.0,3.0,7.0,99.0,10.0,19.0,99.0,18.0,accepted,0.0
4.0,7.0,3.0,5.0,2.0,6.0,93.0,10.0,19.0,93.0,18.0,accepted,0.0
4.0,6.0,5.0,2.0,3.0,7.0,96.0,10.0,19.0,96.0,18.0,accepted,0.0
4.0,7.0,2.0,5.0,3.0,6.0,95.0,10.0,19.0,95.0,18.0,accepted,0.0
4.0,6.0,2.0,5.0,3.0,7.0,99.0,10.0,19.0,99.0,18.0,accepted,0.0
4.0,6.0,5.0,2.0,3.0,7.0,96.0,10.0,19.0,96.0,18.0,accepted,0.0
4.0,6.0,5.0,2.0,3.0,7.0,96.0,10.0,19.0,96.0,18.0,accepted,0.0
4.0,7.0,2.0,5.0,6.0,3.0,92.0,10.0,19.0,92.0,18.0,accepted,0.0
4.0,6.0,5.0,2.0,3.0,7.0,96.0,10.0,19.0,96.0,18.0,accepted,0.0
4.0,6.0,5.0,2.0,3.0,7.0,96.0,10.0,19.0,96.0,18.0,accepted,0.0
4.0,6.0,2.0,5.0,3.0,7.0,99.0,10.0,19.0,99.0,18.0,accepted,0.0
4.0,6.0,3.0,5.0,2.0,7.0,97.0,10.0,19.0,97.0,18.0,accepted,0.0
4.0,6.0,2.0,5.0,3.0,7.0,99.0,10.0,19.0,99.0,18.0,accepted,0.0
4.0,6.0,5.0,2.0,3.0,7.0,96.0,10.0,19.0,96.0,18.0,accepted,0.0
4.0,6.0,5.0,2.0,3.0,7.0,96.0,10.0,19.0,96.0,18.0,accepted,0.0
4.0,6.0,3.0,5.0,2.0,7.0,97.0,10.0,19.0,97.0,18.0,accepted,0.0
4.0,7.0,5.0,2.0,3.0,6.0,92.0,7.0,20.0,92.0,19.0,accepted,0.0
4.0,6.0,2.0,5.0,3.0,7.0,99.0,7.0,20.0,99.0,19.0,accepted,0.0
4.0,6.0,5.0,2.0,3.0,7.0,96.0,7.0,20.0,96.0,19.0,accepted,0.0
4.0,6.0,5.0,2.0,3.0,7.0,96.0,7.0,20.0,96.0,19.0,accepted,0.0
4.0,6.0,5.0,3.0,7.0,2.0,90.0,7.0,20.0,90.0,19.0,accepted,0.0
4.0,6.0,2.0,3.0,7.0,5.0,99.0,7.0,20.0,99.0,19.0,accepted,0.0
4.0,6.0,5.0,7.0,3.0,2.0,86.0,7.0,20.0,46.0,19.0,accepted,0.0
4.0,6.0,2.0,5.0,3.0,7.0,99.0,7.0,20.0,99.0,19.0,accepted,0.0
4.0,3.0,7.0,5.0,6.0,2.0,93.0,7.0,20.0,53.0,19.0,accepted,0.0
4.0,7.0,5.0,2.0,3.0,6.0,92.0,7.0,20.0,92.0,19.0,accepted,0.0
4.0,6.0,2.0,5.0,3.0,7.0,99.0,7.0,20.0,99.0,19.0,accepted,0.0
4.0,7.0,2.0,5.0,3.0,6.0,95.0,7.0,20.0,95.0,19.0,accepted,0.0
4.0,6.0,2.0,5.0,3.0,7.0,99.0,7.0,20.0,99.0,19.0,accepted,0.0
4.0,7.0,2.0,5.0,3.0,6.0,95.0,7.0,20.0,95.0,19.0,accepted,0.0
4.0,6.0,2.0,5.0,3.0,7.0,99.0,7.0,20.0,99.0,19.0,accepted,0.0
4.0,6.0,5.0,2.0,3.0,7.0,96.0,7.0,20.0,96.0,19.0,accepted,0.0
4.0,6.0,5.0,2.0,3.0,7.0,96.0,7.0,20.0,96.0,19.0,accepted,0.0
4.0,6.0,2.0,5.0,3.0,7.0,99.0,7.0,20.0,99.0,19.0,accepted,0.0
4.0,6.0,2.0,5.0,3.0,7.0,99.0,7.0,20.0,99.0,19.0,accepted,0.0
4.0,6.0,2.0,5.0,3.0,7.0,99.0,7.0,20.0,99.0,19.0,accepted,0.0
4.0,3.0,7.0,2.0,6.0,5.0,99.0,8.0,21.0,89.0,20.0,accepted,0.0
4.0,3.0,6.0,5.0,7.0,2.0,95.0,8.0,21.0,65.0,20.0,accepted,0.0
4.0,3.0,5.0,2.0,6.0,7.0,105.0,8.0,21.0,105.0,20.0,accepted,0.0
4.0,3.0,5.0,2.0,6.0,7.0,105.0,8.0,21.0,105.0,20.0,accepted,0.0
4.0,3.0,6.0,2.0,7.0,5.0,101.0,8.0,21.0,101.0,20.0,accepted,0.0
4.0,3.0,7.0,2.0,6.0,5.0,99.0,8.0,21.0,89.0,20.0,accepted,0.0
4.0,3.0,7.0,2.0,6.0,5.0,99.0,8.0,21.0,89.0,20.0,accepted,0.0
4.0,3.0,6.0,2.0,7.0,5.0,101.0,8.0,21.0,101.0,20.0,accepted,0.0
4.0,3.0,7.0,2.0,6.0,5.0,99.0,8.0,21.0,89.0,20.0,accepted,0.0
4.0,3.0,6.0,5.0,7.0,2.0,95.0,8.0,21.0,65.0,20.0,accepted,0.0
4.0,3.0,6.0,2.0,7.0,5.0,101.0,8.0,21.0,101.0,20.0,accepted,0.0
4.0,7.0,2.0,5.0,3.0,6.0,95.0,8.0,21.0,95.0,20.0,accepted,0.0
4.0,3.0,6.0,5.0,7.0,2.0,95.0,8.0,21.0,65.0,20.0,accepted,0.0
4.0,3.0,6.0,2.0,7.0,5.0,101.0,8.0,21.0,101.0,20.0,accepted,0.0
4.0,3.0,6.0,2.0,7.0,5.0,101.0,8.0,21.0,101.0,20.0,accepted,0.0
4.0,3.0,7.0,2.0,6.0,5.0,99.0,8.0,21.0,89.0,20.0,accepted,0.0
4.0,3.0,6.0,2.0,7.0,5.0,101.0,8.0,21.0,101.0,20.0,accepted,0.0
4.0,3.0,7.0,2.0,6.0,5.0,99.0,8.0,21.0,89.0,20.0,accepted,0.0
4.0,3.0,6.0,2.0,7.0,5.0,101.0,8.0,21.0,101.0,20.0,accepted,0.0
4.0,3.0,6.0,2.0,7.0,5.0,101.0,8.0,21.0,101.0,20.0,accepted,0.0
4.0,3.0,6.0,2.0,5.0,7.0,103.0,5.0,22.0,103.0,21.0,accepted,0.0
4.0,3.0,6.0,2.0,5.0,7.0,103.0,5.0,22.0,103.0,21.0,accepted,0.0
4.0,3.0,5.0,6.0,2.0,7.0,101.0,5.0,22.0,71.0,21.0,accepted,0.0
4.0,3.0,6.0,2.0,5.0,7.0,103.0,5.0,22.0,103.0,21.0,accepted,0.0
4.0,3.0,6.0,5.0,7.0,2.0,95.0,5.0,22.0,65.0,21.0,accepted,0.0
4.0,3.0,6.0,2.0,5.0,7.0,103.0,5.0,22.0,103.0,21.0,accepted,0.0
4.0,3.0,6.0,2.0,5.0,7.0,103.0,5.0,22.0,103.0,21.0,accepted,0.0
4.0,3.0,5.0,2.0,6.0,7.0,105.0,5.0,22.0,105.0,21.0,accepted,0.0
4.0,3.0,6.0,2.0,5.0,7.0,103.0,5.0,22.0,103.0,21.0,accepted,0.0
4.0,3.0,5.0,6.0,2.0,7.0,101.0,5.0,22.0,71.0,21.0,accepted,0.0
4.0,3.0,6.0,5.0,2.0,7.0,100.0,5.0,22.0,70.0,21.0,accepted,0.0
4.0,3.0,6.0,2.0,5.0,7.0,103.0,5.0,22.0,103.0,21.0,accepted,0.0
4.0,3.0,6.0,2.0,5.0,7.0,103.0,5.0,22.0,103.0,21.0,accepted,0.0
4.0,3.0,6.0,2.0,5.0,7.0,103.0,5.0,22.0,103.0,21.0,accepted,0.0
4.0,3.0,6.0,5.0,2.0,7.0,100.0,5.0,22.0,70.0,21.0,accepted,0.0
4.0,3.0,5.0,6.0,2.0,7.0,101.0,5.0,22.0,71.0,21.0,accepted,0.0
4.0,3.0,5.0,6.0,2.0,7.0,101.0,5.0,22.0,71.0,21.0,accepted,0.0
4.0,3.0,6.0,2.0,5.0,7.0,103.0,5.0,22.0,103.0,21.0,accepted,0.0
3.0,4.0,2.0,5.0,6.0,7.0,109.0,5.0,22.0,109.0,21.0,accepted,0.0
4.0,3.0,6.0,2.0,5.0,7.0,103.0,5.0,22.0,103.0,21.0,accepted,0.0
2.0,3.0,4.0,7.0,6.0,5.0,108.0,12.0,23.0,78.0,22.0,accepted,0.0
5.0,3.0,4.0,6.0,7.0,2.0,94.0,12.0,23.0,74.0,22.0,accepted,0.0
2.0,3.0,4.0,6.0,7.0,5.0,109.0,12.0,23.0,89.0,22.0,accepted,0.0
2.0,3.0,4.0,5.0,7.0,6.0,111.0,12.0,23.0,101.0,22.0,accepted,0.0
2.0,3.0,4.0,6.0,7.0,5.0,109.0,12.0,23.0,89.0,22.0,accepted,0.0
2.0,3.0,4.0,5.0,7.0,6.0,111.0,12.0,23.0,101.0,22.0,accepted,0.0
2.0,3.0,4.0,5.0,6.0,7.0,112.0,12.0,23.0,102.0,22.0,accepted,0.0
2.0,3.0,4.0,5.0,7.0,6.0,111.0,12.0,23.0,101.0,22.0,accepted,0.0
5.0,3.0,4.0,2.0,6.0,7.0,103.0,12.0,23.0,103.0,22.0,accepted,0.0
2.0,3.0,4.0,6.0,7.0,5.0,109.0,12.0,23.0,89.0,22.0,accepted,0.0
5.0,3.0,4.0,2.0,6.0,7.0,103.0,12.0,23.0,103.0,22.0,accepted,0.0
2.0,3.0,4.0,6.0,7.0,5.0,109.0,12.0,23.0,89.0,22.0,accepted,0.0
5.0,3.0,4.0,2.0,6.0,7.0,103.0,12.0,23.0,103.0,22.0,accepted,0.0
2.0,3.0,4.0,5.0,6.0,7.0,112.0,12.0,23.0,102.0,22.0,accepted,0.0
2.0,3.0,4.0,6.0,7.0,5.0,109.0,12.0,23.0,89.0,22.0,accepted,0.0
2.0,3.0,4.0,6.0,7.0,5.0,109.0,12.0,23.0,89.0,22.0,accepted,0.0
2.0,3.0,4.0,6.0,7.0,5.0,109.0,12.0,23.0,89.0,22.0,accepted,0.0
4.0,3.0,2.0,7.0,6.0,5.0,104.0,12.0,23.0,94.0,22.0,accepted,0.0
2.0,3.0,4.0,5.0,6.0,7.0,112.0,12.0,23.0,102.0,22.0,accepted,0.0
2.0,3.0,4.0,6.0,7.0,5.0,109.0,12.0,23.0,89.0,22.0,accepted,0.0
3.0,4.0,2.0,6.0,7.0,5.0,106.0,13.0,24.0,106.0,23.0,accepted,0.0
3.0,4.0,5.0,2.0,6.0,7.0,106.0,13.0,24.0,106.0,23.0,accepted,0.0
3.0,4.0,5.0,2.0,6.0,7.0,106.0,13.0,24.0,106.0,23.0,accepted,0.0
2.0,4.0,3.0,5.0,7.0,6.0,110.0,13.0,24.0,110.0,23.0,accepted,0.0
3.0,4.0,5.0,2.0,6.0,7.0,106.0,13.0,24.0,106.0,23.0,accepted,0.0
4.0,3.0,2.0,6.0,7.0,5.0,105.0,13.0,24.0,105.0,23.0,accepted,0.0
3.0,4.0,2.0,5.0,7.0,6.0,108.0,13.0,24.0,108.0,23.0,accepted,0.0
4.0,3.0,5.0,2.0,6.0,7.0,105.0,13.0,24.0,105.0,23.0,accepted,0.0
3.0,4.0,2.0,6.0,7.0,5.0,106.0,13.0,24.0,106.0,23.0,accepted,0.0
5.0,2.0,3.0,4.0,7.0,6.0,105.0,13.0,24.0,105.0,23.0,accepted,0.0
3.0,4.0,2.0,6.0,7.0,5.0,106.0,13.0,24.0,106.0,23.0,accepted,0.0
3.0,4.0,2.0,6.0,7.0,5.0,106.0,13.0,24.0,106.0,23.0,accepted,0.0
3.0,4.0,2.0,6.0,7.0,5.0,106.0,13.0,24.0,106.0,23.0,accepted,0.0
3.0,4.0,2.0,5.0,7.0,6.0,108.0,13.0,24.0,108.0,23.0,accepted,0.0
2.0,4.0,3.0,6.0,7.0,5.0,108.0,13.0,24.0,98.0,23.0,accepted,0.0
3.0,4.0,2.0,5.0,7.0,6.0,108.0,13.0,24.0,108.0,23.0,accepted,0.0
2.0,4.0,3.0,5.0,7.0,6.0,110.0,13.0,24.0,110.0,23.0,accepted,0.0
3.0,4.0,2.0,5.0,7.0,6.0,108.0,13.0,24.0,108.0,23.0,accepted,0.0
3.0,4.0,2.0,6.0,7.0,5.0,106.0,13.0,24.0,106.0,23.0,accepted,0.0
3.0,4.0,2.0,5.0,7.0,6.0,108.0,13.0,24.0,108.0,23.0,accepted,0.0
4.0,3.0,2.0,5.0,6.0,7.0,108.0,0.0,25.0,108.0,24.0,accepted,0.0
3.0,4.0,2.0,5.0,6.0,7.0,109.0,0.0,25.0,109.0,24.0,accepted,0.0
4.0,3.0,2.0,5.0,6.0,7.0,108.0,0.0,25.0,108.0,24.0,accepted,0.0
2.0,4.0,3.0,5.0,6.0,7.0,111.0,0.0,25.0,111.0,24.0,accepted,0.0
4.0,3.0,2.0,5.0,6.0,7.0,108.0,0.0,25.0,108.0,24.0,accepted,0.0
4.0,2.0,5.0,3.0,6.0,7.0,107.0,0.0,25.0,107.0,24.0,accepted,0.0
4.0,3.0,2.0,5.0,7.0,6.0,107.0,0.0,25.0,107.0,24.0,accepted,0.0
3.0,4.0,5.0,2.0,7.0,6.0,105.0,0.0,25.0,105.0,24.0,accepted,0.0
3.0,6.0,2.0,5.0,4.0,7.0,103.0,0.0,25.0,103.0,24.0,accepted,0.0
2.0,4.0,3.0,5.0,6.0,7.0,111.0,0.0,25.0,111.0,24.0,accepted,0.0
3.0,4.0,5.0,2.0,7.0,6.0,105.0,0.0,25.0,105.0,24.0,accepted,0.0
4.0,2.0,5.0,3.0,6.0,7.0,107.0,0.0,25.0,107.0,24.0,accepted,0.0
3.0,4.0,5.0,2.0,6.0,7.0,106.0,0.0,25.0,106.0,24.0,accepted,0.0
3.0,4.0,5.0,2.0,6.0,7.0,106.0,0.0,25.0,106.0,24.0,accepted,0.0
2.0,4.0,3.0,5.0,6.0,7.0,111.0,0.0,25.0,111.0,24.0,accepted,0.0
4.0,2.0,5.0,3.0,6.0,7.0,107.0,0.0,25.0,107.0,24.0,accepted,0.0
2.0,4.0,3.0,5.0,6.0,7.0,111.0,0.0,25.0,111.0,24.0,accepted,0.0
3.0,4.0,5.0,2.0,6.0,7.0,106.0,0.0,25.0,106.0,24.0,accepted,0.0
4.0,2.0,5.0,3.0,6.0,7.0,107.0,0.0,25.0,107.0,24.0,accepted,0.0
3.0,4.0,5.0,2.0,6.0,7.0,106.0,0.0,25.0,106.0,24.0,accepted,0.0
2.0,4.0,3.0,5.0,6.0,7.0,111.0,9.0,25.0,111.0,24.0,final,0.0
